         1         1   0.575047348485E+10
         1         2  -0.155362215909E+10
         1         3   0.155362215909E+10
         1         4  -0.542732007576E+09
         1         5   0.186434659091E+09
         1         6   0.776811079545E+09
         1        25  -0.116625236742E+10
         1        26   0.155362215909E+10
         1        27   0.932173295455E+08
         1        28   0.108546401515E+10
         1        29  -0.186434659091E+09
         1        30   0.186434659091E+09
         1        22  -0.542732007576E+09
         1        23  -0.776811079545E+09
         1        24  -0.186434659091E+09
         1        19  -0.198035037879E+10
         1        20   0.932173295455E+08
         1        21  -0.932173295455E+08
         1        31  -0.143761837121E+10
         1        32   0.776811079545E+09
         1        33  -0.776811079545E+09
         1        34  -0.116625236742E+10
         1        35  -0.932173295455E+08
         1        36  -0.155362215909E+10
         2         2   0.101006155303E+11
         2         3  -0.388405539773E+10
         2         4  -0.186434659091E+09
         2         5  -0.613577178030E+10
         2         6  -0.466086647727E+09
         2        25   0.155362215909E+10
         2        26  -0.334132339015E+10
         2        27  -0.233043323864E+09
         2        28   0.186434659091E+09
         2        29   0.450343276515E+10
         2        30  -0.194202769886E+10
         2        22  -0.776811079545E+09
         2        23   0.163233901515E+10
         2        24   0.466086647727E+09
         2        19  -0.932173295455E+08
         2        20  -0.477687026515E+10
         2        21   0.388405539773E+10
         2        31   0.776811079545E+09
         2        32  -0.252515388258E+10
         2        33   0.194202769886E+10
         2        34   0.932173295455E+08
         2        35   0.542732007576E+09
         2        36   0.233043323864E+09
         3         3   0.101006155303E+11
         3         4   0.776811079545E+09
         3         5   0.466086647727E+09
         3         6   0.163233901515E+10
         3        25  -0.932173295455E+08
         3        26   0.233043323864E+09
         3        27   0.542732007576E+09
         3        28  -0.186434659091E+09
         3        29  -0.194202769886E+10
         3        30   0.450343276515E+10
         3        22   0.186434659091E+09
         3        23  -0.466086647727E+09
         3        24  -0.613577178030E+10
         3        19   0.932173295455E+08
         3        20   0.388405539773E+10
         3        21  -0.477687026515E+10
         3        31  -0.776811079545E+09
         3        32   0.194202769886E+10
         3        33  -0.252515388258E+10
         3        34  -0.155362215909E+10
         3        35  -0.233043323864E+09
         3        36  -0.334132339015E+10
         4         4   0.575047348485E+10
         4         5   0.155362215909E+10
         4         6   0.155362215909E+10
         4        25   0.108546401515E+10
         4        26   0.186434659091E+09
         4        27   0.186434659091E+09
         4        28  -0.116625236742E+10
         4        29  -0.155362215909E+10
         4        30   0.932173295455E+08
         4        22  -0.198035037879E+10
         4        23  -0.932173295455E+08
         4        24  -0.932173295455E+08
         4        19  -0.542732007576E+09
         4        20   0.776811079545E+09
         4        21  -0.186434659091E+09
         4        31  -0.116625236742E+10
         4        32   0.932173295455E+08
         4        33  -0.155362215909E+10
         4        34  -0.143761837121E+10
         4        35  -0.776811079545E+09
         4        36  -0.776811079545E+09
         5         5   0.101006155303E+11
         5         6   0.388405539773E+10
         5        25  -0.186434659091E+09
         5        26   0.450343276515E+10
         5        27   0.194202769886E+10
         5        28  -0.155362215909E+10
         5        29  -0.334132339015E+10
         5        30   0.233043323864E+09
         5        22   0.932173295455E+08
         5        23  -0.477687026515E+10
         5        24  -0.388405539773E+10
         5        19   0.776811079545E+09
         5        20   0.163233901515E+10
         5        21  -0.466086647727E+09
         5        31  -0.932173295455E+08
         5        32   0.542732007576E+09
         5        33  -0.233043323864E+09
         5        34  -0.776811079545E+09
         5        35  -0.252515388258E+10
         5        36  -0.194202769886E+10
         6         6   0.101006155303E+11
         6        25  -0.186434659091E+09
         6        26   0.194202769886E+10
         6        27   0.450343276515E+10
         6        28  -0.932173295455E+08
         6        29  -0.233043323864E+09
         6        30   0.542732007576E+09
         6        22   0.932173295455E+08
         6        23  -0.388405539773E+10
         6        24  -0.477687026515E+10
         6        19   0.186434659091E+09
         6        20   0.466086647727E+09
         6        21  -0.613577178030E+10
         6        31  -0.155362215909E+10
         6        32   0.233043323864E+09
         6        33  -0.334132339015E+10
         6        34  -0.776811079545E+09
         6        35  -0.194202769886E+10
         6        36  -0.252515388258E+10
        25        25   0.575047348485E+10
        25        26  -0.155362215909E+10
        25        27  -0.155362215909E+10
        25        28  -0.542732007576E+09
        25        29   0.186434659091E+09
        25        30  -0.776811079545E+09
        22        25  -0.143761837121E+10
        23        25   0.776811079545E+09
        24        25   0.776811079545E+09
        19        25  -0.116625236742E+10
        20        25  -0.932173295455E+08
        21        25   0.155362215909E+10
        25        31  -0.542732007576E+09
        25        32  -0.776811079545E+09
        25        33   0.186434659091E+09
        25        34  -0.198035037879E+10
        25        35   0.932173295455E+08
        25        36   0.932173295455E+08
        26        26   0.101006155303E+11
        26        27   0.388405539773E+10
        26        28  -0.186434659091E+09
        26        29  -0.613577178030E+10
        26        30   0.466086647727E+09
        22        26   0.776811079545E+09
        23        26  -0.252515388258E+10
        24        26  -0.194202769886E+10
        19        26   0.932173295455E+08
        20        26   0.542732007576E+09
        21        26  -0.233043323864E+09
        26        31  -0.776811079545E+09
        26        32   0.163233901515E+10
        26        33  -0.466086647727E+09
        26        34  -0.932173295455E+08
        26        35  -0.477687026515E+10
        26        36  -0.388405539773E+10
        27        27   0.101006155303E+11
        27        28  -0.776811079545E+09
        27        29  -0.466086647727E+09
        27        30   0.163233901515E+10
        22        27   0.776811079545E+09
        23        27  -0.194202769886E+10
        24        27  -0.252515388258E+10
        19        27   0.155362215909E+10
        20        27   0.233043323864E+09
        21        27  -0.334132339015E+10
        27        31  -0.186434659091E+09
        27        32   0.466086647727E+09
        27        33  -0.613577178030E+10
        27        34  -0.932173295455E+08
        27        35  -0.388405539773E+10
        27        36  -0.477687026515E+10
        28        28   0.575047348485E+10
        28        29   0.155362215909E+10
        28        30  -0.155362215909E+10
        22        28  -0.116625236742E+10
        23        28   0.932173295455E+08
        24        28   0.155362215909E+10
        19        28  -0.143761837121E+10
        20        28  -0.776811079545E+09
        21        28   0.776811079545E+09
        28        31  -0.198035037879E+10
        28        32  -0.932173295455E+08
        28        33   0.932173295455E+08
        28        34  -0.542732007576E+09
        28        35   0.776811079545E+09
        28        36   0.186434659091E+09
        29        29   0.101006155303E+11
        29        30  -0.388405539773E+10
        22        29  -0.932173295455E+08
        23        29   0.542732007576E+09
        24        29   0.233043323864E+09
        19        29  -0.776811079545E+09
        20        29  -0.252515388258E+10
        21        29   0.194202769886E+10
        29        31   0.932173295455E+08
        29        32  -0.477687026515E+10
        29        33   0.388405539773E+10
        29        34   0.776811079545E+09
        29        35   0.163233901515E+10
        29        36   0.466086647727E+09
        30        30   0.101006155303E+11
        22        30   0.155362215909E+10
        23        30  -0.233043323864E+09
        24        30  -0.334132339015E+10
        19        30   0.776811079545E+09
        20        30   0.194202769886E+10
        21        30  -0.252515388258E+10
        30        31  -0.932173295455E+08
        30        32   0.388405539773E+10
        30        33  -0.477687026515E+10
        30        34  -0.186434659091E+09
        30        35  -0.466086647727E+09
        30        36  -0.613577178030E+10
        22        22   0.575047348485E+10
        22        23  -0.155362215909E+10
        22        24  -0.155362215909E+10
        19        22  -0.542732007576E+09
        20        22   0.186434659091E+09
        21        22  -0.776811079545E+09
        22        31  -0.116625236742E+10
        22        32   0.155362215909E+10
        22        33  -0.932173295455E+08
        22        34   0.108546401515E+10
        22        35  -0.186434659091E+09
        22        36  -0.186434659091E+09
        23        23   0.101006155303E+11
        23        24   0.388405539773E+10
        19        23  -0.186434659091E+09
        20        23  -0.613577178030E+10
        21        23   0.466086647727E+09
        23        31   0.155362215909E+10
        23        32  -0.334132339015E+10
        23        33   0.233043323864E+09
        23        34   0.186434659091E+09
        23        35   0.450343276515E+10
        23        36   0.194202769886E+10
        24        24   0.101006155303E+11
        19        24  -0.776811079545E+09
        20        24  -0.466086647727E+09
        21        24   0.163233901515E+10
        24        31   0.932173295455E+08
        24        32  -0.233043323864E+09
        24        33   0.542732007576E+09
        24        34   0.186434659091E+09
        24        35   0.194202769886E+10
        24        36   0.450343276515E+10
        19        19   0.575047348485E+10
        19        20   0.155362215909E+10
        19        21  -0.155362215909E+10
        19        31   0.108546401515E+10
        19        32   0.186434659091E+09
        19        33  -0.186434659091E+09
        19        34  -0.116625236742E+10
        19        35  -0.155362215909E+10
        19        36  -0.932173295455E+08
        20        20   0.101006155303E+11
        20        21  -0.388405539773E+10
        20        31  -0.186434659091E+09
        20        32   0.450343276515E+10
        20        33  -0.194202769886E+10
        20        34  -0.155362215909E+10
        20        35  -0.334132339015E+10
        20        36  -0.233043323864E+09
        21        21   0.101006155303E+11
        21        31   0.186434659091E+09
        21        32  -0.194202769886E+10
        21        33   0.450343276515E+10
        21        34   0.932173295455E+08
        21        35   0.233043323864E+09
        21        36   0.542732007576E+09
        31        31   0.575047348485E+10
        31        32  -0.155362215909E+10
        31        33   0.155362215909E+10
        31        34  -0.542732007576E+09
        31        35   0.186434659091E+09
        31        36   0.776811079545E+09
        32        32   0.101006155303E+11
        32        33  -0.388405539773E+10
        32        34  -0.186434659091E+09
        32        35  -0.613577178030E+10
        32        36  -0.466086647727E+09
        33        33   0.101006155303E+11
        33        34   0.776811079545E+09
        33        35   0.466086647727E+09
        33        36   0.163233901515E+10
        34        34   0.575047348485E+10
        34        35   0.155362215909E+10
        34        36   0.155362215909E+10
        35        35   0.101006155303E+11
        35        36   0.388405539773E+10
        36        36   0.101006155303E+11
        28        28   0.575047348485E+10
        28        29  -0.155362215909E+10
        28        30   0.155362215909E+10
        25        28  -0.542732007576E+09
        26        28   0.186434659091E+09
        27        28   0.776811079545E+09
         7        28  -0.116625236742E+10
         8        28   0.155362215909E+10
         9        28   0.932173295455E+08
        10        28   0.108546401515E+10
        11        28  -0.186434659091E+09
        12        28   0.186434659091E+09
        28        34  -0.542732007576E+09
        28        35  -0.776811079545E+09
        28        36  -0.186434659091E+09
        28        31  -0.198035037879E+10
        28        32   0.932173295455E+08
        28        33  -0.932173295455E+08
        13        28  -0.143761837121E+10
        14        28   0.776811079545E+09
        15        28  -0.776811079545E+09
        16        28  -0.116625236742E+10
        17        28  -0.932173295455E+08
        18        28  -0.155362215909E+10
        29        29   0.101006155303E+11
        29        30  -0.388405539773E+10
        25        29  -0.186434659091E+09
        26        29  -0.613577178030E+10
        27        29  -0.466086647727E+09
         7        29   0.155362215909E+10
         8        29  -0.334132339015E+10
         9        29  -0.233043323864E+09
        10        29   0.186434659091E+09
        11        29   0.450343276515E+10
        12        29  -0.194202769886E+10
        29        34  -0.776811079545E+09
        29        35   0.163233901515E+10
        29        36   0.466086647727E+09
        29        31  -0.932173295455E+08
        29        32  -0.477687026515E+10
        29        33   0.388405539773E+10
        13        29   0.776811079545E+09
        14        29  -0.252515388258E+10
        15        29   0.194202769886E+10
        16        29   0.932173295455E+08
        17        29   0.542732007576E+09
        18        29   0.233043323864E+09
        30        30   0.101006155303E+11
        25        30   0.776811079545E+09
        26        30   0.466086647727E+09
        27        30   0.163233901515E+10
         7        30  -0.932173295455E+08
         8        30   0.233043323864E+09
         9        30   0.542732007576E+09
        10        30  -0.186434659091E+09
        11        30  -0.194202769886E+10
        12        30   0.450343276515E+10
        30        34   0.186434659091E+09
        30        35  -0.466086647727E+09
        30        36  -0.613577178030E+10
        30        31   0.932173295455E+08
        30        32   0.388405539773E+10
        30        33  -0.477687026515E+10
        13        30  -0.776811079545E+09
        14        30   0.194202769886E+10
        15        30  -0.252515388258E+10
        16        30  -0.155362215909E+10
        17        30  -0.233043323864E+09
        18        30  -0.334132339015E+10
        25        25   0.575047348485E+10
        25        26   0.155362215909E+10
        25        27   0.155362215909E+10
         7        25   0.108546401515E+10
         8        25   0.186434659091E+09
         9        25   0.186434659091E+09
        10        25  -0.116625236742E+10
        11        25  -0.155362215909E+10
        12        25   0.932173295455E+08
        25        34  -0.198035037879E+10
        25        35  -0.932173295455E+08
        25        36  -0.932173295455E+08
        25        31  -0.542732007576E+09
        25        32   0.776811079545E+09
        25        33  -0.186434659091E+09
        13        25  -0.116625236742E+10
        14        25   0.932173295455E+08
        15        25  -0.155362215909E+10
        16        25  -0.143761837121E+10
        17        25  -0.776811079545E+09
        18        25  -0.776811079545E+09
        26        26   0.101006155303E+11
        26        27   0.388405539773E+10
         7        26  -0.186434659091E+09
         8        26   0.450343276515E+10
         9        26   0.194202769886E+10
        10        26  -0.155362215909E+10
        11        26  -0.334132339015E+10
        12        26   0.233043323864E+09
        26        34   0.932173295455E+08
        26        35  -0.477687026515E+10
        26        36  -0.388405539773E+10
        26        31   0.776811079545E+09
        26        32   0.163233901515E+10
        26        33  -0.466086647727E+09
        13        26  -0.932173295455E+08
        14        26   0.542732007576E+09
        15        26  -0.233043323864E+09
        16        26  -0.776811079545E+09
        17        26  -0.252515388258E+10
        18        26  -0.194202769886E+10
        27        27   0.101006155303E+11
         7        27  -0.186434659091E+09
         8        27   0.194202769886E+10
         9        27   0.450343276515E+10
        10        27  -0.932173295455E+08
        11        27  -0.233043323864E+09
        12        27   0.542732007576E+09
        27        34   0.932173295455E+08
        27        35  -0.388405539773E+10
        27        36  -0.477687026515E+10
        27        31   0.186434659091E+09
        27        32   0.466086647727E+09
        27        33  -0.613577178030E+10
        13        27  -0.155362215909E+10
        14        27   0.233043323864E+09
        15        27  -0.334132339015E+10
        16        27  -0.776811079545E+09
        17        27  -0.194202769886E+10
        18        27  -0.252515388258E+10
         7         7   0.575047348485E+10
         7         8  -0.155362215909E+10
         7         9  -0.155362215909E+10
         7        10  -0.542732007576E+09
         7        11   0.186434659091E+09
         7        12  -0.776811079545E+09
         7        34  -0.143761837121E+10
         7        35   0.776811079545E+09
         7        36   0.776811079545E+09
         7        31  -0.116625236742E+10
         7        32  -0.932173295455E+08
         7        33   0.155362215909E+10
         7        13  -0.542732007576E+09
